Вопрос,Ответ
Что такое мировое соглашение и на какой стадии судебного процесса его можно6 заключить?,"Мировое соглашение - это соглашение сторон о прекращении спора на взаимоприемлемых условиях. Мировое соглашение может быть заключено на любой стадии гражданского процесса (статья 39 Гражданского процессуального кодекса Российской Федерации).

30."
Каковы последствия утверждения судом мирового соглашения?,"Утвержденное судом мировое соглашение имеет силу судебного решения и подлежит принудительному исполнению в случае его неисполнения (статья 220 Гражданского процессуального кодекса Российской Федерации).
    
31."
Что такое обеспечительные меры и в каких случаях они могут быть приняты судом?,"Обеспечительные меры - это меры, направленные на обеспечение исполнения будущего судебного решения, которые могут быть приняты судом по заявлению лица, участвующего в деле, при наличии достаточных оснований полагать, что непринятие таких мер может затруднить или сделать невозможным исполнение судебного решения (статья 139 Гражданского процессуального кодекса Российской Федерации).
    
32."
Какие виды обеспечительных мер может принять суд?,"Суд может принять такие обеспечительные меры, как наложение ареста на имущество ответчика, запрещение ответчику совершать определенные действия, запрещение другим лицам совершать определенные действия, касающиеся предмета спора, и другие меры, предусмотренные законом (статья 140 Гражданского процессуального кодекса Российской Федерации).
    
33."
Что такое встречный иск и в каком порядке он предъявляется?,"Ответчик вправе до принятия судом первой инстанции судебного постановления предъявить к истцу встречный иск для совместного рассмотрения с первоначальным иском (статья 137 Гражданского процессуального кодекса Российской Федерации).
    
34."
Что такое третейский суд и каковы особенности рассмотрения дел в третейском суде?,"Третейский суд - это негосударственный орган, создаваемый по соглашению сторон для разрешения возникшего между ними спора. Порядок рассмотрения дел в третейском суде определяется федеральным законом о третейских судах (Федеральный закон от 29 декабря 2015 г. N 382-ФЗ).
    
35."
Что такое упрощенное производство и в каких случаях оно применяется?,"Упрощенное производство применяется по делам незначительной сложности, перечень которых установлен статьей 227 Гражданского процессуального кодекса Российской Федерации.
    
36."
Какие сроки рассмотрения дел установлены в порядке упрощенного7 производства?,"Дела в порядке упрощенного производства рассматриваются судом в течение двух месяцев со дня поступления искового заявления в суд (статья 232.3 Гражданского процессуального кодекса Российской Федерации).
    
37."
Что такое судебные извещения и повестки и каким образом они направляются участникам процесса?,"Судебные извещения и повестки направляются участникам процесса судом по почте заказным письмом с уведомлением о вручении или иным способом, обеспечивающим фиксирование их получения адресатом (статья 113 Гражданского процессуального кодекса Российской Федерации).
    
38."
"Что делать, если я не получил судебную повестку, но узнал о судебном заседании?","В случае ненадлежащего извещения о времени и месте судебного заседания необходимо обратиться в суд с ходатайством об отложении судебного разбирательства (статья 167 Гражданского процессуального кодекса Российской Федерации).
    
39."
Что такое судебные расходы и кто их несет?,"Судебные расходы состоят из государственной пошлины и издержек, связанных с рассмотрением дела. Судебные расходы, понесенные сторонами, в пользу которой вынесено решение суда, взыскиваются судом с другой стороны (статья 88 и статья 98 Гражданского процессуального кодекса Российской Федерации).
    
40."
"Какие виды издержек, связанных с рассмотрением дела, подлежат возмещению?","К издержкам, связанным с рассмотрением дела, относятся, в частности, суммы, подлежащие выплате свидетелям, экспертам, специалистам и переводчикам, расходы на проезд и проживание сторон и третьих лиц, понесенные ими в связи с явкой в суд, расходы на оплату услуг представителей, расходы на производство осмотра доказательств на месте, расходы на почтовые отправления, понесенные сторонами, и другие признанные судом необходимыми расходы (статья 94 Гражданского процессуального кодекса Российской Федерации).
    
41."
Что такое процессуальные сроки и каковы последствия их пропуска?,"Процессуальные сроки устанавливаются законом или судом для совершения процессуальных действий. Пропуск процессуальных сроков может повлечь за собой утрату права на совершение соответствующего процессуального действия (статья 107 Гражданского процессуального кодекса Российской Федерации).
    
42."
В каком порядке восстанавливаются пропущенные процессуальные сроки?,"Пропущенный по уважительной причине процессуальный срок может быть восстановлен судом по заявлению заинтересованного лица (статья 112 Гражданского процессуального кодекса Российской Федерации).
    
43."
Что такое обеспечительный арест имущества и как он налагается?,"Обеспечительный арест имущества налагается8 судом в качестве обеспечительной меры по заявлению лица, участвующего в деле, в порядке, установленном статьей 140 Гражданского процессуального кодекса Российской Федерации.9
    
44."
Что такое частная жалоба и в каком порядке она подается?,"Частная жалоба подается на определения суда первой инстанции, которыми не заканчивается производство по делу, в суд апелляционной инстанции в течение пятнадцати дней со дня вынесения определения (статья 331 Гражданского процессуального кодекса Российской Федерации).
    
45."
Что такое кассационная жалоба и в чем ее отличие от апелляционной жалобы?,"Кассационная жалоба подается на вступившие в законную силу судебные постановления в суд кассационной инстанции. Апелляционная жалоба подается на не вступившие в законную силу решения суда первой инстанции (статья 376 и статья 320 Гражданского процессуального кодекса Российской Федерации).
    
46."
Что такое судебный запрос и в каких случаях он направляется?,"Судебный запрос направляется судом в случаях, когда для рассмотрения дела необходимо получение сведений или документов от государственных органов, организаций или должностных лиц, которые не могут быть представлены сторонами самостоятельно (статья 57 Гражданского процессуального кодекса Российской Федерации).
    
47."
Что такое судебное поручение и в каких случаях оно направляется?,"Судебное поручение направляется судом, рассматривающим дело, другому суду для совершения отдельных процессуальных действий, например, для допроса свидетеля, находящегося в другом городе (статья 62 Гражданского процессуального кодекса Российской Федерации).
    
48."
Что такое участие прокурора в гражданском процессе и в каких случаях оно обязательно?,"Прокурор вступает в гражданский процесс и дает заключение по делам, предусмотренным законом, а также вправе обратиться в суд с заявлением в защиту прав, свобод и законных интересов граждан, неопределенного круга лиц или интересов Российской Федерации, субъектов Российской Федерации, муниципальных образований (статья 45 Гражданского процессуального кодекса Российской Федерации). Участие прокурора обязательно по делам о выселении, о восстановлении на работе, о возмещении вреда, причиненного жизни или здоровью, и в других случаях, установленных федеральным законом.
    
49."
Что такое участие органов государственной власти и органов местного самоуправления в гражданском процессе?,"В случаях, предусмотренных федеральным законом, органы государственной власти и органы местного самоуправления могут выступать в суде в качестве истцов или ответчиков, а также могут быть привлечены к участию в деле для дачи заключения по делу (статья 46 и статья 47 Гражданского процессуального кодекса Российской Федерации).
    
50."
"Что такое мировое соглашение, заключенное сторонами без обращения в суд, и как его можно утвердить в судебном порядке?","Мировое соглашение, заключенное сторонами без обращения в суд, может быть представлено в суд для его утверждения в порядке, установленном статьей 173 Гражданского процессуального кодекса Российской Федерации. После утверждения судом мировое соглашение приобретает силу судебного решения.10
    
51."
Как подать на развод через суд и какие документы для этого потребуются?,"В соответствии со статьей 21 Семейного кодекса Российской Федерации и статьями 131-132 Гражданского процессуального кодекса Российской Федерации, иск о расторжении брака подается в суд в письменной форме с приложением свидетельства о браке, свидетельств о рождении детей (при наличии) и других необходимых документов.
    
52."
В какой суд подается иск о разделе имущества после развода?,"Согласно статье 28 Гражданского процессуального кодекса Российской Федерации, иск о разделе совместно нажитого имущества, если цена иска не превышает пятидесяти тысяч рублей, подается мировому судье, а если превышает – в районный суд по месту жительства ответчика.
    
53."
Как взыскать алименты на ребенка через суд?,"В соответствии со статьей 80 Семейного кодекса Российской Федерации и статьей 29 Гражданского процессуального кодекса Российской Федерации, иск о взыскании алиментов подается в суд по месту жительства истца или ответчика.
    
54."
"Что делать, если ответчик по делу скрывается и его местонахождение неизвестно?","Согласно статье 50 Гражданского процессуального кодекса Российской Федерации, в случае неизвестности места пребывания ответчика суд назначает адвоката в качестве его представителя.
    
55."
Могу ли я изменить свои исковые требования в ходе судебного разбирательства?,"В соответствии со статьей 39 Гражданского процессуального кодекса Российской Федерации, истец вправе изменить основание или предмет иска, увеличить или уменьшить размер исковых требований до принятия судом решения.
    
56."
Что такое предварительное судебное заседание и для чего оно проводится?,"Предварительное судебное заседание проводится судьей с целью подготовки дела к судебному разбирательству, определения круга обстоятельств, имеющих значение для дела, определения доказательств, которые необходимо представить, и разрешения вопроса о возможности мирного урегулирования спора (статья 152 Гражданского процессуального кодекса Российской Федерации).
    
57."
Как заявить ходатайство в суде и в какой форме это делается?,"Ходатайства подаются в суд в письменной или устной форме. Устные ходатайства заносятся в протокол судебного заседания (статья 166 Гражданского процессуального кодекса Российской Федерации).
    
58."
"Что делать, если суд отказал в удовлетворении моего ходатайства?","Отказ суда в удовлетворении ходатайства может быть обжалован вместе с обжалованием судебного решения по делу в целом, если иное не предусмотрено Гражданским процессуальным кодексом Российской Федерации.
    
59."
Могу ли я ознакомиться с материалами дела в суде?,"В соответствии со статьей 35 Гражданского процессуального кодекса Российской Федерации, лица, участвующие в деле, имеют право знакомиться с материалами дела, делать выписки из них и снимать копии.
    
60."
"Что делать, если я обнаружил ошибку в протоколе судебного заседания?","В соответствии со статьей 231 Гражданского процессуального кодекса Российской Федерации, лица, участвующие в деле, вправе подать письменные1 замечания на протокол судебного заседания в течение пяти дней со дня его подписания.
    
61."
Как получить копию решения суда после его вынесения?,"Копия решения суда выдается лицам, участвующим в деле, под расписку или направляется им по почте заказным письмом с уведомлением о вручении в течение пяти дней со дня принятия решения в окончательной форме (статья 214 Гражданского процессуального кодекса Российской Федерации).
    
62."
"Что делать, если я пропустил срок подачи апелляционной жалобы по уважительной причине?","В соответствии со статьей 112 Гражданского процессуального кодекса Российской Федерации, пропущенный по уважительной причине срок может быть восстановлен судом апелляционной инстанции по заявлению заинтересованного лица.
    
63."
Каковы основания для отмены или изменения решения суда в апелляционном порядке?,"Основаниями для отмены или изменения решения суда первой инстанции в апелляционном порядке являются неправильное определение обстоятельств, имеющих значение для дела, недоказанность установленных судом первой инстанции обстоятельств, имеющих значение для дела, несоответствие выводов суда первой инстанции, изложенных в решении суда, обстоятельствам дела, нарушение или неправильное применение норм материального права или норм процессуального2 права (статья 330 Гражданского процессуального кодекса Российской Федерации).
    
64."
Что такое частная жалоба на определение суда и в какой срок она подается?,"Частная жалоба подается на определения суда первой инстанции, которыми не заканчивается производство по делу, в суд апелляционной инстанции в течение пятнадцати дней со дня вынесения определения (статья 331 Гражданского процессуального кодекса Российской Федерации).
    
65."
В какой суд подается кассационная жалоба на судебные акты?,"Кассационная жалоба подается через суд первой инстанции, вынесший решение, который обязан направить ее вместе с делом в суд кассационной инстанции, уполномоченный рассматривать данную жалобу (статья 377 Гражданского процессуального кодекса Российской Федерации).
    
66."
Каковы основания для отмены или изменения судебных постановлений в кассационном порядке?,"Основаниями для отмены или изменения судебных постановлений в кассационном порядке являются существенные нарушения норм материального права или норм процессуального права, которые повлияли на исход дела и без устранения которых невозможны восстановление и защита нарушенных прав, свобод и законных интересов, а также защита охраняемых законом публичных интересов (статья 379.7 Гражданского процессуального3 кодекса Российской Федерации).
    
67."
"Что делать, если решение суда первой инстанции уже вступило в законную силу, но я считаю его неправильным?","Вступившее в законную силу решение суда может быть обжаловано в суд кассационной инстанции в порядке,4 установленном главой 41 Гражданского процессуального кодекса Российской5 Федерации (если не был пропущен срок на кассационное обжалование), а также в порядке надзора в Президиум Верховного Суда Российской Федерации (статья 376 и статья 390.2 Гражданского процессуального кодекса Российской Федерации).
    
68."
Что такое пересмотр судебных постановлений по вновь открывшимся или новым обстоятельствам?,"Пересмотр судебных постановлений по вновь открывшимся или новым обстоятельствам осуществляется в случаях, предусмотренных статьей 392 Гражданского процессуального кодекса Российской Федерации, например, при обнаружении обстоятельств, которые не были и не могли быть известны заявителю на момент рассмотрения дела.
    
69."
В какой срок можно подать заявление о пересмотре судебного постановления по вновь открывшимся или новым обстоятельствам?,"Заявление о пересмотре судебного постановления по вновь открывшимся или новым обстоятельствам подается в течение трех месяцев со дня установления оснований для пересмотра (статья 393 Гражданского процессуального кодекса Российской Федерации).
    
70."
"Что делать, если я являюсь ответчиком по иску и не согласен с требованиями истца?","В соответствии со статьей 1496 Гражданского процессуального кодекса Российской Федерации, ответчик вправе представить суду свои возражения относительно иска, а также предъявить встречный иск.
    
71."
Как оформить доверенность на представителя в суде?,"Доверенность на представителя в суде должна быть совершена в письменной форме, удостоверена нотариально или в ином порядке, предусмотренном законом (статья 53 Гражданского процессуального кодекса Российской Федерации).
    
72."
"Может ли в качестве моего представителя в суде выступать близкий родственник, не имеющий юридического образования?","В качестве представителя в суде могут выступать дееспособные лица, имеющие надлежащим образом оформленные полномочия. Для представления интересов в судах общей юрисдикции первой и апелляционной инстанций наличие высшего юридического образования у представителя, не являющегося адвокатом или законным представителем, не является обязательным, за исключением случаев, установленных законом (статья 49 Гражданского процессуального кодекса Российской Федерации).
    
73."
"Что делать, если в ходе судебного разбирательства возникла необходимость привлечь к участию в деле третье лицо?","В соответствии со статьей 40 и статьей 43 Гражданского процессуального кодекса Российской Федерации, суд может по ходатайству лиц, участвующих в деле, или по своей инициативе привлечь к участию в деле третье лицо, заявляющее самостоятельные требования относительно предмета спора, или третье лицо, не заявляющее самостоятельных требований относительно предмета спора.
    
74."
Что такое судебные прения и каков порядок их проведения?,"Судебные прения состоят из речей лиц, участвующих в деле, их представителей. В судебных прениях первым выступает истец, затем ответчик. Третье лицо, заявившее самостоятельные требования относительно предмета спора, и его представитель выступают после истца и ответчика. Третье лицо, не заявившее самостоятельных требований относительно предмета спора, и его представитель выступают после истца и ответчика (статья 190 Гражданского процессуального кодекса Российской Федерации).
    
75."
В какой срок суд должен вынести решение после судебных прений?,"После судебных прений суд удаляется в совещательную комнату для принятия решения. Решение суда должно быть принято и объявлено в судебном заседании в тот же день, в который закончилось рассмотрение дела по существу, за исключением сложных дел, по которым составление мотивированного решения может быть отложено на срок не более чем пять дней со дня окончания судебного заседания (статья 199 Гражданского процессуального кодекса Российской Федерации).
    
76."
"Что делать, если я не могу присутствовать в судебном заседании?","В случае неявки в судебное заседание лица, участвующего в деле, извещенного надлежащим образом о времени и месте судебного заседания, суд вправе отложить разбирательство дела (статья 167 Гражданского процессуального кодекса Российской Федерации). Если причина неявки будет признана неуважительной, дело может быть рассмотрено в отсутствие этого лица.
    
77."
Как заявить отвод судье?,"Отвод судье может быть заявлен при наличии оснований, предусмотренных статьей 16 Гражданского процессуального кодекса Российской Федерации (например, если судья лично, прямо или косвенно заинтересован в исходе дела). Отвод заявляется в письменной форме до начала рассмотрения дела по существу, а в ходе судебного разбирательства - только в случае, если основание отвода стало известно после начала рассмотрения дела.
    
78."
"Что делать, если я не согласен с действиями судьи в ходе судебного разбирательства?","Несогласие с действиями судьи может быть выражено путем подачи письменных возражений, которые заносятся в протокол судебного заседания. Кроме того, действия судьи могут быть обжалованы вместе с обжалованием судебного решения по делу.
    
79."
Какие виды доказательств могут быть представлены в суд?,"В соответствии со статьей 55 Гражданского процессуального кодекса Российской Федерации, доказательствами по делу являются полученные в предусмотренном законом порядке сведения о фактах, на основе которых суд устанавливает наличие или отсутствие обстоятельств, обосновывающих требования и возражения сторон, а также иных обстоятельств, имеющих значение для правильного рассмотрения и разрешения дела. Эти сведения могут быть получены из объяснений сторон и третьих лиц, показаний свидетелей, письменных и вещественных доказательств, аудио- и видеозаписей, заключений экспертов.
    
80."
Как вызвать свидетеля в суд?,"Лицо, ходатайствующее о вызове свидетеля, обязано указать, какие обстоятельства, имеющие значение для рассмотрения дела, может подтвердить свидетель, и сообщить суду его имя, отчество, фамилию и место жительства. Суд вызывает свидетеля в судебное заседание (статья 70 Гражданского процессуального кодекса Российской Федерации).
    
81."
"Что делать, если вызванный в суд свидетель не является?","В случае неявки в судебное заседание свидетеля, извещенного надлежащим образом, суд может подвергнуть его штрафу в размере, установленном федеральным законом (часть 2 статьи 168 Гражданского процессуального кодекса Российской Федерации).
    
82."
Как проводится экспертиза по гражданскому делу?,"Экспертиза назначается судом по ходатайству лиц, участвующих в деле, или по своей инициативе, если для разъяснения возникших вопросов требуются специальные знания в различных областях науки, техники, искусства, ремесла. Вопросы, поставленные перед экспертом, и заключение эксперта оформляются в соответствии со статьями 84-86 Гражданского процессуального кодекса Российской Федерации.
    
83."
Кто оплачивает расходы на проведение экспертизы?7,"Расходы на проведение экспертизы несет сторона, заявившая ходатайство о ее назначении, если иное не установлено судом (статья 96 Гражданского процессуального кодекса Российской Федерации).
    
84."
Что такое обеспечительные меры и в каких случаях они могут быть приняты судом?,"Обеспечительные меры принимаются8 судом по заявлению лиц, участвующих в деле, в случае, если непринятие таких мер может затруднить или сделать невозможным исполнение решения суда. Виды обеспечительных мер перечислены в статье 139 Гражданского процессуального кодекса Российской Федерации (например, наложение ареста на имущество).
    
85."
Как подать заявление об обеспечении иска?,"Заявление об обеспечении иска подается в суд, в производстве которого находится дело, одновременно с подачей искового заявления или в процессе производства по делу. Заявление должно содержать основания для принятия обеспечительных мер и перечень конкретных мер, которые необходимо принять (статья 139 Гражданского процессуального кодекса Российской Федерации).
    
86."
"Что делать, если суд отказал в принятии обеспечительных мер?","На определение суда об отказе в обеспечении иска может быть подана частная жалоба в апелляционную инстанцию (статья 331 Гражданского процессуального кодекса Российской Федерации).
    
87."
Что такое мировое соглашение и как его заключить в суде?,"Мировое соглашение является способом урегулирования спора между сторонами путем взаимных уступок. Оно может быть заключено на любой стадии гражданского процесса. Мировое соглашение заключается в письменной форме и утверждается судом (статья 173 Гражданского процессуального кодекса Российской Федерации).
    
88."
Какие последствия влечет за собой утверждение мирового соглашения судом?,"Утвержденное судом мировое соглашение имеет силу судебного решения и подлежит немедленному исполнению. Повторное обращение в суд по тому же спору между теми же сторонами по тем же основаниям не допускается (статья 221 Гражданского процессуального кодекса Российской Федерации).
    
89."
Что такое заочное решение суда и в каких случаях оно выносится?,"Заочное решение выносится в случае неявки в судебное заседание ответчика, извещенного надлежащим образом о времени и месте судебного заседания, не сообщившего суду о причинах неявки и не просившего о рассмотрении дела в его отсутствие, если истец не возражает против такого рассмотрения дела (статья 233 Гражданского процессуального кодекса Российской Федерации).
    
90."
Как отменить заочное решение суда?,"Ответчик вправе подать в суд, принявший заочное решение, заявление об отмене этого решения в течение семи дней со дня вручения ему копии этого решения (статья 237 Гражданского процессуального кодекса Российской Федерации).
    
91."
"Что делать, если я не согласен с решением мирового судьи?","Решение мирового судьи может быть обжаловано в апелляционном порядке в районный суд в течение одного месяца со дня принятия решения мировым судьей в окончательной форме (статья 321 Гражданского процессуального кодекса Российской Федерации).
    
92."
В какой срок должно быть исполнено решение суда?,"Решение суда подлежит исполнению после вступления его в законную силу, за исключением случаев немедленного исполнения, предусмотренных статьей 211 Гражданского процессуального кодекса Российской Федерации. Срок для добровольного исполнения может быть установлен судом.
    
93."
"Что делать, если должник не исполняет решение суда добровольно?","В случае неисполнения должником решения суда в добровольном порядке, взыскатель вправе обратиться в суд за выдачей исполнительного листа и предъявить его судебному приставу-исполнителю для принудительного исполнения (статья 428 Федерального закона от 02.10.2007 N 229-ФЗ ""Об исполнительном производстве"").
    
94."
Какие действия может предпринять судебный пристав-исполнитель для принудительного исполнения решения суда?,"Судебный пристав-исполнитель имеет право совершать различные исполнительные действия, предусмотренные Федеральным законом ""Об исполнительном производстве"", в том числе налагать арест на имущество должника, обращать взыскание на его заработную плату и иные доходы, производить изъятие имущества и его9 реализацию.
    
95."
