Вопрос,Ответ,ИсточникФайл,НачалоСимвола,КонецСимвола,ИзвлеченныйСниппет
Какие правила действуют при сдаче квартиры в аренду (наем)?,Сдача квартиры в аренду (наем) регулируется главой 35 Гражданского кодекса Российской Федерации. Собственник вправе сдавать жилое помещение внаем на основании договора найма.,Жилищный кодекс РФ.txt,30938.0,31231.0,"2. Собственник жилого помещения вправе предоставить во владение и (или) в пользование принадлежащее ему на праве собственности жилое помещение гражданину на основании договора найма (в том числе краткосрочного найма), договора безвозмездного пользования или на ином законном основании, а также юридическому лицу на основании договора аренды или на ином законном основании с учетом требований, установленных гражданским законодательством, настоящим Кодексом, при условии обеспечения соблюдения прав и законных интересов соседей, правил пользования жилыми помещениями, правил содержания общего имущества собственников помещений в многоквартирном доме, требований энергетической эффективности и оснащенности помещений многоквартирных домов и жилых домов приборами учета используемых энергетических ресурсов, требований к предоставлению коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов, включая предоставление коммунальной услуги по обращению с твердыми коммунальными отходами. В случае, если предоставление такого жилого помещения нарушает жилищные права граждан, проживающих в многоквартирном доме, в котором оно расположено, граждане, жилищные права которых нарушены, вправе обратиться за их защитой в суд."
"Что делать, если соседи шумят в ночное время?",Нарушение тишины и покоя граждан в ночное время регулируется законодательством об административных правонарушениях субъектов Российской Федерации. Необходимо обратиться в правоохранительные органы.,Жилищный кодекс РФ.txt,15112.0,15758.0,"4. Пользование жилым помещением осуществляется с учетом соблюдения прав и законных интересов проживающих в этом жилом помещении граждан, соседей, требований пожарной безопасности, санитарно-гигиенических, экологических и иных требований законодательства, а также в соответствии с правилами пользования жилыми помещениями, утвержденными уполномоченным Правительством Российской Федерации федеральным органом исполнительной власти."
Какие правила содержания домашних животных в многоквартирном доме установлены законом?,"Жилищный кодекс Российской Федерации напрямую не регулирует вопросы содержания домашних животных. Эти вопросы могут быть урегулированы правилами пользования жилыми помещениями, утвержденными общим собранием собственников помещений (статья 30 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,15112.0,15758.0,"4. Пользование жилым помещением осуществляется с учетом соблюдения прав и законных интересов проживающих в этом жилом помещении граждан, соседей, требований пожарной безопасности, санитарно-гигиенических, экологических и иных требований законодательства, а также в соответствии с правилами пользования жилыми помещениями, утвержденными уполномоченным Правительством Российской Федерации федеральным органом исполнительной власти."
"Что делать, если я обнаружил незаконную перепланировку у соседей?","О факте незаконной перепланировки необходимо сообщить в орган местного самоуправления, осуществляющий контроль за перепланировкой жилых помещений (статья 26 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,25222.0,25559.0,"1. Переустройство и (или) перепланировка помещения в многоквартирном доме проводятся с соблюдением требований законодательства по согласованию с органом местного самоуправления (далее - орган, осуществляющий согласование) на основании принятого им решения."
"Как узнать, признан ли мой дом аварийным и подлежащим сносу?","Информация о признании многоквартирного дома аварийным и подлежащим сносу доводится до собственников помещений органом местного самоуправления в порядке, установленном законодательством (статья 32 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,14067.0,14445.0,"4. Жилое помещение может быть признано непригодным для проживания, многоквартирный дом может быть признан аварийным и подлежащим сносу или реконструкции по основаниям и в порядке, которые установлены Правительством Российской Федерации. В многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции, все жилые помещения являются непригодными для проживания."
Какие права имеют собственники при сносе аварийного дома?,Собственникам помещений в аварийном доме предоставляется другое благоустроенное жилое помещение по договору социального найма либо выплачивается выкупная цена за изымаемое жилое помещение (статья 32 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,33452.0,34608.0,"6. Возмещение за жилое помещение, сроки и другие условия изъятия определяются соглашением с собственником жилого помещения. Принудительное изъятие жилого помещения на основании решения суда возможно только при условии предварительного и равноценного возмещения.; 8. По соглашению с собственником жилого помещения ему может быть предоставлено взамен изымаемого жилого помещения другое жилое помещение с зачетом его стоимости при определении размера возмещения за изымаемое жилое помещение."
Что такое придомовая территория многоквартирного дома и кто несет ответственность за ее содержание?,"Придомовая территория входит в состав общего имущества многоквартирного дома, и ответственность за ее содержание несут собственники помещений, которые могут осуществлять управление этой территорией самостоятельно или через управляющую организацию (статья 36 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,41312.0,41735.0,"4) земельный участок, на котором расположен данный дом, с элементами озеленения и благоустройства, иные предназначенные для обслуживания, эксплуатации и благоустройства данного дома и расположенные на указанном земельном участке объекты. Границы и размер земельного участка, на котором расположен многоквартирный дом, определяются в соответствии с требованиями земельного законодательства и законодательства о градостроительной деятельности."
Могу ли я огородить часть придомовой территории и использовать ее в личных целях?,"Ограждение части придомовой территории и ее использование в личных целях возможно только по решению общего собрания собственников помещений, принятому большинством не менее двух третей голосов от общего числа голосов собственников (статья 44 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,46419.0,47022.0,"2) принятие решений о пределах использования земельного участка, на котором расположен многоквартирный дом, в том числе введение ограничений пользования им, а также о заключении соглашения об установлении сервитута, соглашения об осуществлении публичного сервитута в отношении земельного участка, относящегося к общему имуществу в многоквартирном доме;"
Как организовать парковку на придомовой территории?,Вопросы организации парковки на придомовой территории решаются на общем собрании собственников помещений (статья 44 Жилищного кодекса Российской Федерации) с учетом требований градостроительных норм и правил.,Жилищный кодекс РФ.txt,46419.0,47022.0,"2) принятие решений о пределах использования земельного участка, на котором расположен многоквартирный дом, в том числе введение ограничений пользования им, а также о заключении соглашения об установлении сервитута, соглашения об осуществлении публичного сервитута в отношении земельного участка, относящегося к общему имуществу в многоквартирном доме;"
"Что делать, если управляющая компания не обеспечивает надлежащее санитарное состояние подъезда?","В случае ненадлежащего санитарного состояния подъезда необходимо обратиться с жалобой в управляющую компанию, а также в органы государственного жилищного надзора (статья 165 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,147805.0,148068.0,"1.1. Надлежащее содержание общего имущества собственников помещений в многоквартирном доме должно осуществляться в соответствии с требованиями законодательства Российской Федерации, в том числе в области обеспечения санитарно-эпидемиологического благополучия населения"
Как установить шлагбаум на въезде на придомовую территорию?,Решение об установке шлагбаума принимается на общем собрании собственников помещений большинством голосов от общего числа голосов собственников (статья 44 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,46419.0,47022.0,"2) принятие решений о пределах использования земельного участка, на котором расположен многоквартирный дом, в том числе введение ограничений пользования им, а также о заключении соглашения об установлении сервитута, соглашения об осуществлении публичного сервитута в отношении земельного участка, относящегося к общему имуществу в многоквартирном доме;"
"Что делать, если сосед использует свою квартиру не по назначению (например, организовал хостел)?","Использование жилого помещения не по назначению является нарушением жилищного законодательства, и необходимо обратиться с жалобой в органы местного самоуправления и органы государственного жилищного надзора (статья 17 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,14899.0,15109.0,"3. Не допускается размещение в жилых помещениях промышленных производств, гостиниц, а также осуществление в жилых помещениях миссионерской деятельности, за исключением случаев, предусмотренных статьей 16 Федерального закона от 26 сентября 1997 года N 125-ФЗ ""О свободе совести и о религиозных объединениях"". Жилое помещение в многоквартирном доме не может использоваться для предоставления гостиничных услуг."
"Как провести общее собрание собственников в многоквартирном доме, если в доме много квартир и сложно собрать кворум?",В случае отсутствия кворума при проведении общего собрания собственников может быть проведено повторное общее собрание по той же повестке дня. Также возможно проведение общего собрания в заочной форме (статьи 45-47 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,50064.0,50683.0,"3. Общее собрание собственников помещений в многоквартирном доме правомочно (имеет кворум), если в нем приняли участие собственники помещений в данном доме или их представители, обладающие более чем пятьюдесятью процентами голосов от общего числа голосов, за исключением общего собрания собственников помещений в многоквартирном доме, проводимого по вопросам, указанным в пунктах 4.5 и 4.6 части 2 статьи 44 настоящего Кодекса. При отсутствии кворума для проведения годового общего собрания собственников помещений в многоквартирном доме должно быть проведено повторное общее собрание собственников помещений в многоквартирном доме."
"Что делать, если я считаю, что решение общего собрания собственников нарушает мои права?","Решение общего собрания собственников помещений в многоквартирном доме, которое нарушает требования Жилищного кодекса Российской Федерации, иных федеральных законов, может быть оспорено в судебном порядке любым собственником, не принимавшим участия в этом собрании или голосовавшим против принятия такого решения, в течение шести месяцев со дня, когда указанный собственник узнал или должен был узнать о принятом решении (статья 46 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,54181.0,54739.0,"6. Собственник помещения в многоквартирном доме вправе обжаловать в суд решение, принятое общим собранием собственников помещений в данном доме с нарушением требований настоящего Кодекса, в случае, если он не принимал участие в этом собрании или голосовал против принятия такого решения и если таким решением нарушены его права и законные интересы. Заявление о таком обжаловании может быть подано в суд в течение шести месяцев со дня, когда указанный собственник узнал или должен был узнать о принятом решении."
Кто имеет право на получение жилого помещения по договору социального найма?,"В соответствии со статьей 49 Жилищного кодекса Российской Федерации, малоимущим гражданам, признанным по установленным законом основаниям нуждающимися в жилых помещениях, предоставляются жилые помещения муниципального жилищного фонда по договорам социального найма.",Жилищный кодекс РФ.txt,61470.0,61944.0,"2. Малоимущим гражданам, признанным по установленным настоящим Кодексом основаниям нуждающимися в жилых помещениях, предоставляемых по договорам социального найма, жилые помещения муниципального жилищного фонда по договорам социального найма предоставляются в установленном настоящим Кодексом порядке. Малоимущими гражданами в целях настоящего Кодекса являются граждане, если они признаны таковыми органом местного самоуправления в порядке, установленном законом соответствующего субъекта Российской Федерации, с учетом дохода, приходящегося на каждого члена семьи, и стоимости имущества, находящегося в собственности членов семьи и подлежащего налогообложению."
Каков порядок постановки на учет в качестве нуждающегося в жилом помещении?,Порядок принятия граждан на учет в качестве нуждающихся в жилых помещениях устанавливается законом субъекта Российской Федерации (статья 52 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,63700.0,63944.0,7. Порядок ведения органом местного самоуправления учета граждан в качестве нуждающихся в жилых помещениях устанавливается законом соответствующего субъекта Российской Федерации.
