Вопрос,Ответ,ИсточникФайл,НачалоСимвола,КонецСимвола,ИзвлеченныйСниппет
"Что будет, если я употреблю наркотики без назначения врача?","Потребление наркотических средств или психотропных веществ без назначения врача влечет административную ответственность (статья 6.9 КоАП РФ). Однако незаконное приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов без цели сбыта в значительном размере является уголовным преступлением (статья 228 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,198025,199044,"Статья 228. Незаконные приобретение, хранение, перевозка, изготовление, переработка
наркотических средств, психотропных веществ или их аналогов, а также незаконные
приобретение, хранение, перевозка растений, содержащих наркотические средства или
психотропные вещества, либо их частей, содержащих наркотические средства или
психотропные вещества
ГАРАНТ: См. Энциклопедии, позиции высших судов и другие комментарии к статье 228 УК РФ
Информация об изменениях: Федеральным законом от 1 марта 2012 г. N 18-ФЗ в часть 1 статьи
228 внесены изменения, вступающие в силу с 1 января 2013 г.
См. текст части в предыдущей редакции
1. Незаконные приобретение, хранение, перевозка, изготовление, переработка без цели
сбыта наркотических средств, психотропных веществ или их аналогов в значительном размере, а также
незаконные приобретение, хранение, перевозка без цели сбыта растений, содержащих наркотические
средства или психотропные вещества, либо их частей, содержащих наркотические средства или
психотропные вещества, в значительном размере -
наказываются штрафом в размере до сорока тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до трех месяцев, либо обязательными работами на срок до
четырехсот восьмидесяти часов, либо исправительными работами на срок до двух лет, либо
ограничением свободы на срок до трех лет, либо лишением свободы на тот же срок."
Могут ли меня наказать за экстремистские высказывания в интернете?,"Возбуждение ненависти либо вражды, а равно унижение достоинства человека либо группы лиц по признакам пола, расы, национальности, языка, происхождения, отношения к религии, а равно принадлежности к какой-либо социальной группе, совершенные публично, в том числе с использованием информационно-телекоммуникационных сетей, включая интернет, может повлечь уголовную ответственность (статья 282 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,257937,258615,"Статья 282. Возбуждение ненависти либо вражды, а равно унижение человеческого
достоинства
ГАРАНТ: О судебной практике по уголовным делам о преступлениях экстремистской
направленности см. постановление Пленума Верховного суда РФ от 28 июня 2011 г. N 11
См. комментарии к статье 282 УК РФ
Информация об изменениях: Часть 1 изменена с 7 января 2019 г. - Федеральный закон от 27 
декабря 2018 г. N 519-ФЗ
См. предыдущую редакцию
1. Действия, направленные на возбуждение ненависти либо вражды, а также на унижение
достоинства человека либо группы лиц по признакам пола, расы, национальности, языка, 
происхождения, отношения к религии, а равно принадлежности к какой-либо социальной группе, 
совершенные публично, в том числе с использованием средств массовой информации либо
информационно-телекоммуникационных сетей, включая сеть ""Интернет"", лицом после его
привлечения к административной ответственности за аналогичное деяние в течение одного года, -"
Что такое заведомо ложное сообщение об акте терроризма?,"Заведомо ложное сообщение о готовящихся взрыве, поджоге или иных действиях, создающих опасность гибели людей, причинения значительного имущественного ущерба либо наступления иных общественно опасных последствий, является уголовным преступлением (статья 207 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,173674,174355,"Статья 207. Заведомо ложное сообщение об акте терроризма
ГАРАНТ: См. комментарии к статье 207 УК РФ
Информация об изменениях: Часть 1 изменена с 11 января 2018 г. - Федеральный закон от 31 
декабря 2017 г. N 501-ФЗ
См. предыдущую редакцию
1. Заведомо ложное сообщение о готовящихся взрыве, поджоге или иных действиях, создающих
опасность гибели людей, причинения значительного имущественного ущерба либо наступления иных
общественно опасных последствий, совершенное из хулиганских побуждений, -
наказывается штрафом в размере от двухсот тысяч до пятисот тысяч рублей или в размере
заработной платы или иного дохода осужденного за период от одного года до восемнадцати месяцев, 
либо ограничением свободы на срок до трех лет, либо принудительными работами на срок от двух до
трех лет."
Могут ли меня наказать за кражу личных данных в интернете?,"Неправомерный доступ к компьютерной информации, если это повлекло уничтожение, блокирование, модификацию либо копирование компьютерной информации, является уголовным преступлением (статья 272 УК РФ). Также уголовная ответственность может наступить за неправомерный оборот средств платежей (статья 187 УК РФ), включая незаконное использование персональных данных для совершения финансовых операций.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,245079,245686,"Статья 272. Неправомерный доступ к компьютерной информации
ГАРАНТ: См. комментарии к статье 272 УК РФ
Информация об изменениях: Часть 1 изменена с 11 декабря 2024 г. - Федеральный закон от 30 
ноября 2024 г. N 421-ФЗ
См. предыдущую редакцию
1. Неправомерный доступ к охраняемой законом компьютерной информации, если это деяние
повлекло уничтожение, блокирование, модификацию либо копирование компьютерной информации, за
исключением случаев, предусмотренных статьей 272.1 настоящего Кодекса, -
наказывается штрафом в размере до двухсот тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до восемнадцати месяцев, либо исправительными работами на
срок до одного года, либо ограничением свободы на срок до двух лет, либо принудительными работами
на срок до двух лет, либо лишением свободы на тот же срок."
"Что будет, если я откажусь давать показания против себя?","Согласно статье 51 Конституции Российской Федерации, никто не обязан свидетельствовать против себя самого, своего супруга и близких родственников, круг которых определяется федеральным законом. Отказ от дачи показаний против себя и близких родственников не влечет уголовной ответственности. Однако отказ свидетеля или потерпевшего от дачи показаний в суде без уважительных причин может повлечь уголовную ответственность по статье 308 УК РФ.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,286538,286965,"Статья 308. Отказ свидетеля или потерпевшего от дачи показаний
ГАРАНТ: См. комментарии к статье 308 УК РФ
Отказ свидетеля или потерпевшего от дачи показаний либо уклонение потерпевшего от
прохождения освидетельствования, от производства в отношении его судебной экспертизы в случаях, 
когда не требуется его согласие, или от предоставления образцов почерка и иных образцов для
сравнительного исследования -
наказывается штрафом в размере до сорока тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до трех месяцев, либо обязательными работами на срок до трехсот
шестидесяти часов, либо исправительными работами на срок до одного года, либо арестом на срок до
трех месяцев."
"Могут ли меня наказать за то, что я не сообщил о совершенном преступлении?","Несообщение в органы власти, уполномоченные рассматривать сообщения о преступлении, о достоверно готовящемся или совершенном тяжком или особо тяжком преступлении влечет уголовную ответственность (статья 205.6 УК РФ). Однако это правило не распространяется на несообщение о преступлениях, совершенных супругом или близким родственником.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,172095,172862,"Статья 205.6. Несообщение о преступлении
ГАРАНТ: См. комментарии к статье 205.6 УК РФ
Несообщение в органы власти, уполномоченные рассматривать сообщения о преступлении, о
лице (лицах), которое по достоверно известным сведениям готовит, совершает или совершило хотя бы
одно из преступлений, предусмотренных статьями 205, 205.1, 205.2, 205.3, 205.4, 205.5, 206, 208, 
211, 220, 221, 277, 278, 279, 360 и 361 настоящего Кодекса, -
наказывается штрафом в размере до ста тысяч рублей или в размере заработной платы или иного
дохода осужденного за период до шести месяцев, либо принудительными работами на срок до одного
года, либо лишением свободы на тот же срок.
Примечание. Лицо не подлежит уголовной ответственности за несообщение о подготовке или
совершении преступления его супругом или близким родственником."
Что такое превышение пределов необходимой обороны?,"Превышением пределов необходимой обороны признаются умышленные действия, явно не соответствующие характеру и степени общественной опасности посягательства (часть 3 статьи 37 УК РФ). В случае превышения пределов необходимой обороны наступает уголовная ответственность.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,20503,20848,"Информация об изменениях: Федеральным законом от 27 июля 2006 г. N 153-ФЗ часть 3 статьи
37 изложена в новой редакции
См. текст части в предыдущей редакции
3. Положения настоящей статьи в равной мере распространяются на всех лиц независимо от их
профессиональной или иной специальной подготовки и служебного положения, а также независимо от
возможности избежать общественно опасного посягательства или обратиться за помощью к другим
лицам или органам власти."
"Могут ли меня наказать за самооборону, если я причинил вред нападавшему?","Необходимая оборона, то есть причинение вреда посягающему лицу при защите своих прав и законных интересов, а также прав и законных интересов других лиц, общества или государства от общественно опасного посягательства, не является преступлением (статья 37 УК РФ), если при этом не было допущено превышения пределов необходимой обороны.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,19975,20502,"Статья 37. Необходимая оборона
ГАРАНТ: См. комментарии к статье 37 УК РФ
О применении судами законодательства о необходимой обороне и причинении вреда при задержании
лица, совершившего преступление, см. постановление Пленума Верховного Суда РФ от 27 сентября
2012 г. N 19
1. Не является преступлением причинение вреда посягающему лицу в состоянии необходимой
обороны, то есть при защите личности и прав обороняющегося или других лиц, охраняемых законом
интересов общества или государства от общественно опасного посягательства, если это
посягательство было сопряжено с насилием, опасным для жизни обороняющегося или другого лица, 
либо с непосредственной угрозой применения такого насилия."
"Что будет, если я украду еду в магазине, потому что очень голоден и у меня нет денег?","Кража есть кража (статья 158 УК РФ), и отсутствие денег не является оправданием. Однако это может быть учтено судом как смягчающее обстоятельство при назначении наказания (пункт ""д"" части 1 статьи 61 УК РФ - совершение преступления вследствие тяжелых жизненных обстоятельств либо по мотиву сострадания). В некоторых случаях, если стоимость похищенного незначительна, может наступить административная ответственность (статья 7.27 КоАП РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,22908,23075,"д) совершение преступления в силу стечения тяжелых жизненных обстоятельств либо по мотиву
сострадания;"
Могут ли меня посадить в тюрьму за нарушение авторских прав?,"Незаконное использование объектов авторского права или смежных прав, а равно приобретение, хранение, перевозка контрафактных экземпляров произведений или фонограмм в целях сбыта, совершенные в крупном размере, являются уголовным преступлением (статья 146 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,90720,91341,"Статья 146. Нарушение авторских и смежных прав
ГАРАНТ: См. комментарии к статье 146 УК РФ
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 146 внесены изменения
См. текст части в предыдущей редакции
1. Присвоение авторства (плагиат), если это деяние причинило крупный ущерб автору или
иному правообладателю, -
наказывается штрафом в размере до двухсот тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до восемнадцати месяцев, либо обязательными работами на срок
до четырехсот восьмидесяти часов, либо исправительными работами на срок до одного года, либо
арестом на срок до шести месяцев.
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 2 
статьи 146 внесены изменения
См. текст части в предыдущей редакции
2. Незаконное использование объектов авторского права или смежных прав, а равно
приобретение, хранение, перевозка контрафактных экземпляров произведений или фонограмм в целях
сбыта, совершенные в крупном размере, -"
Что такое вымогательство?,"Вымогательство - это требование передачи чужого имущества или права на имущество или совершения других действий имущественного характера под угрозой применения насилия, уничтожения или повреждения чужого имущества, а равно под угрозой распространения сведений, позорящих потерпевшего или его близких, либо иных сведений, которые могут причинить существенный вред правам или законным интересам потерпевшего или его близких (статья 163 УК РФ). Это является уголовным преступлением.",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,108014,108682,"Статья 163. Вымогательство
ГАРАНТ: См. комментарии к статье 163 УК РФ
О судебной практике по делам о вымогательстве см. постановление Пленума Верховного Суда РФ от
17 декабря 2015 г. N 56
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 163 внесены изменения
См. текст части в предыдущей редакции
1. Вымогательство, то есть требование передачи чужого имущества или права на имущество или
совершения других действий имущественного характера под угрозой применения насилия либо
уничтожения или повреждения чужого имущества, а равно под угрозой распространения сведений, 
позорящих потерпевшего или его близких, либо иных сведений, которые могут причинить
существенный вред правам или законным интересам потерпевшего или его близких, -"
"Могут ли меня наказать за то, что я подделал подпись в документе?","Подделка официального документа, предоставляющего права или освобождающего от обязанностей, в целях его использования либо сбыт такого документа, а равно изготовление в тех же целях или сбыт поддельных государственных наград, штампов, печатей, бланков является уголовным преступлением (статья 327 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,297558,298272,"Статья 327. Подделка, изготовление или оборот поддельных документов, государственных
наград, штампов, печатей или бланков
ГАРАНТ: См. комментарии к статье 327 УК РФ
1. Подделка официального документа, предоставляющего права или освобождающего от
обязанностей, в целях его использования или сбыт такого документа либо изготовление в тех же целях
или сбыт поддельных государственных наград Российской Федерации, РСФСР, СССР, штампов, 
печатей или бланков -
наказываются ограничением свободы на срок до двух лет, либо принудительными работами на
срок до двух лет, либо арестом на срок до шести месяцев, либо лишением свободы на срок до двух лет.
2. Подделка паспорта гражданина или удостоверения, предоставляющего права или
освобождающего от обязанностей, в целях их использования или сбыт таких документов -
наказываются ограничением свободы на срок до трех лет, либо принудительными работами на
срок до трех лет, либо лишением свободы на срок до трех лет."
"Что будет, если я уклонюсь от призыва на военную службу?",Уклонение от призыва на военную службу при отсутствии законных оснований для освобождения от этой службы является уголовным преступлением (статья 328 УК РФ).,Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,300341,300889,"Статья 328. Уклонение от прохождения военной и альтернативной гражданской службы
ГАРАНТ: См. комментарии к статье 328 УК РФ
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 328 внесены изменения
См. текст части в предыдущей редакции
1. Уклонение от призыва на военную службу при отсутствии законных оснований для
освобождения от этой службы -
наказывается штрафом в размере до двухсот тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до восемнадцати месяцев, либо принудительными работами на
срок до двух лет, либо арестом на срок до шести месяцев, либо лишением свободы на срок до двух лет."
"Могут ли меня наказать за то, что я не пустил судебных приставов в свою квартиру?","Воспрепятствование законной деятельности должностного лица органа государственной власти, органа местного самоуправления, организации или гражданина, уполномоченного на совершение действий, связанных с проведением проверки, либо законной деятельности судебного пристава-исполнителя, влечет административную ответственность (статья 17.9 КоАП РФ). Уголовная ответственность может наступить за применение насилия в отношении представителя власти (статья 318 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,307911,308587,"Статья 318. Применение насилия в отношении представителя власти
ГАРАНТ: См. комментарии к статье 318 УК РФ
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 318 внесены изменения
См. текст части в предыдущей редакции
1. Применение насилия, не опасного для жизни или здоровья, либо угроза применения
насилия в отношении представителя власти или его близких в связи с исполнением им своих
должностных обязанностей -
наказывается штрафом в размере до двухсот тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до восемнадцати месяцев, либо принудительными работами на
срок до пяти лет, либо арестом на срок до шести месяцев, либо лишением свободы на срок до пяти лет."
Что такое заведомо ложные показания свидетеля в суде?,"Заведомо ложные показание свидетеля, потерпевшего либо заключение или показание эксперта, показание специалиста, а равно заведомо неправильный перевод в суде либо в ходе досудебного производства являются уголовным преступлением (статья 307 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,285357,285878,"Статья 307. Заведомо ложные показание, заключение эксперта, специалиста или неправильный
перевод
ГАРАНТ: См. комментарии к статье 307 УК РФ
Информация об изменениях: Часть 1 изменена с 13 декабря 2019 г. - Федеральный закон от 2 
декабря 2019 г. N 410-ФЗ
См. предыдущую редакцию
1. Заведомо ложные показание свидетеля, потерпевшего либо заключение или показание
эксперта, показание специалиста, а равно заведомо неправильный перевод в суде либо в ходе
досудебного производства -
наказываются штрафом в размере до восьмидесяти тысяч рублей или в размере заработной
платы или иного дохода осужденного за период до шести месяцев, либо обязательными работами на
срок до четырехсот восьмидесяти часов, либо исправительными работами на срок до двух лет, либо
арестом на срок до трех месяцев."
Могут ли меня наказать за неуважение к суду?,"Неуважение к суду, выразившееся в оскорблении судьи, присяжного заседателя или иного лица, участвующего в отправлении правосудия, влечет уголовную ответственность (статья 297 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,282067,282652,"Статья 297. Неуважение к суду
ГАРАНТ: См. комментарии к статье 297 УК РФ
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 297 внесены изменения
См. текст части в предыдущей редакции
1. Неуважение к суду, выразившееся в оскорблении участников судебного разбирательства, -
наказывается штрафом в размере до восьмидесяти тысяч рублей или в размере заработной платы
или иного дохода осужденного за период до шести месяцев, либо обязательными работами на срок до
четырехсот восьмидесяти часов, либо арестом на срок до четырех месяцев."
"Что будет, если я незаконно проникну в чужое жилище?","Незаконное проникновение в жилище, совершенное против воли проживающего в нем лица, является уголовным преступлением (статья 139 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,83104,83826,"Статья 139. Нарушение неприкосновенности жилища
ГАРАНТ: См. комментарии к статье 139 УК РФ
О некоторых вопросах судебной практики по делам о преступлениях против конституционных прав и
свобод человека и гражданина см. постановление Пленума Верховного Суда РФ от 25 декабря
2018 г. N 46
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 139 внесены изменения
См. текст части в предыдущей редакции
1. Незаконное проникновение в жилище, совершенное против воли проживающего в нем лица, -
наказывается штрафом в размере до сорока тысяч рублей или в размере заработной платы или
иного дохода осужденного за период до трех месяцев, либо обязательными работами на срок до трехсот
шестидесяти часов, либо исправительными работами на срок до одного года, либо арестом на срок до
трех месяцев."
"Могут ли меня наказать за то, что я не заплатил алименты на ребенка?","Злостное уклонение родителя от уплаты по решению суда средств на содержание несовершеннолетних детей, а равно нетрудоспособных детей, достигших восемнадцатилетнего возраста, или нетрудоспособных родителей является уголовным преступлением (статья 157 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,97333,98006,"Статья 157. Неуплата средств на содержание детей или нетрудоспособных родителей
ГАРАНТ: См. комментарии к статье 157 УК РФ
1. Неуплата родителем без уважительных причин в нарушение решения суда или нотариально
удостоверенного соглашения средств на содержание несовершеннолетних детей, а равно
нетрудоспособных детей, достигших восемнадцатилетнего возраста, если это деяние совершено
неоднократно, -
наказывается исправительными работами на срок до одного года, либо принудительными
работами на тот же срок, либо арестом на срок до трех месяцев, либо лишением свободы на срок до
одного года."
Что такое кража автомобиля?,"Кража автомобиля квалифицируется как кража (статья 158 УК РФ), но может быть квалифицирована по более тяжким частям этой статьи в зависимости от обстоятельств (например, совершение группой лиц по предварительному сговору, в крупном или особо крупном размере). Угон автомобиля без цели хищения является отдельным преступлением (статья 166 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,110559,111309,"Статья 166. Неправомерное завладение автомобилем или иным транспортным средством без
цели хищения
ГАРАНТ: См. комментарии к статье 166 УК РФ
О судебной практике по делам о преступлениях, связанных с нарушением правил дорожного
движения и эксплуатации транспортных средств, а также с их неправомерным завладением без цели
хищения см. постановление Пленума Верховного Суда РФ от 9 декабря 2008 г. N 25
Информация об изменениях: Федеральным законом от 7 декабря 2011 г. N 420-ФЗ в часть 1 
статьи 166 внесены изменения
См. текст части в предыдущей редакции
1. Неправомерное завладение автомобилем или иным транспортным средством без цели
хищения (угон) -
наказывается штрафом в размере до ста двадцати тысяч рублей или в размере заработной платы
или иного дохода осужденного за период до одного года, либо ограничением свободы на срок до трех
лет, либо принудительными работами на срок до пяти лет, либо арестом на срок до шести месяцев, либо
лишением свободы на срок до пяти лет."
"Могут ли меня наказать за то, что я распространяю порнографические материалы с участием несовершеннолетних?","Изготовление, распространение, рекламирование порнографических материалов или предметов с изображением несовершеннолетних является тяжким уголовным преступлением (статья 242.1 УК РФ).",Уголовный кодекс Российской Федерации от 13 июня 1996 г. N 63-ФЗ (УК РФ) (с изменениями и дополнениями).txt,217632,218248,"Статья 242.1. Изготовление и оборот материалов или предметов с порнографическими
изображениями несовершеннолетних
ГАРАНТ: См. комментарии к статье 242.1 УК РФ
Информация об изменениях: Федеральным законом от 29 февраля 2012 г. N 14-ФЗ часть 1 
статьи 242.1 изложена в новой редакции
См. текст части в предыдущей редакции
1. Изготовление, приобретение, хранение и (или) перемещение через Государственную границу
Российской Федерации в целях распространения, публичной демонстрации или рекламирования
либо распространение, публичная демонстрация или рекламирование материалов или предметов с
порнографическими изображениями несовершеннолетних -
наказываются лишением свободы на срок от двух до восьми лет с лишением права занимать
определенные должности или заниматься определенной деятельностью на срок до пятнадцати лет либо
без такового."
